Device,Title,ReviewText,SubmissionText,UserNickname
Galaxy-s7,Great screen and improved operations,Like the phone so far,2016-12-05T20:30:4,Royce66
Galaxy-s7,Love it!! Very easy and fast transaction.,"I got this phone a week ago and couldn't be happier with my decision to get the Samsung Galaxy S7. I had got the Note 7, and I'm sad to say that didn't work out. When I returned it, I got a iPhone 6S Plus, because I'd never had an iPhone I thought I'd try it. Well I didn't care for the iPhone it was way different than the android phones.I've ALWAYS had android phones so it probably was a big factor in my decision to take it back. I got the Samsung Galaxy S7 and I'm Loving it!! \r\nThank you Very Much,\r\nElaine Thompson",2016-12-05T20:15:4,Elaine T
Galaxy-s7,So far so good...,"Finally retired my S4 (yeah, I know) once I found that the standard S7 would fit in my ridiculously expensive cast that I've been using.  So far, it actually seems like a worthwhile upgrade...",2016-12-05T20:03:3,Michael Kitt
Galaxy-s7,Awesome for the consumer,It's been an awesome battery life! Great upgrade!,2016-12-05T20:02:5,Flyin35
Galaxy-s7,Easy to jump right in and use.,Received just last week and so far am loving it.  Setup was simple and I like the way the phone feels in my hand.  It's slightly \,2016-12-05T19:56:2,CincyEmma
Galaxy-s7,Survey,Good phone what I wanted,2016-12-05T19:52:4,Bluewolfthunder66
Galaxy-s7,Great Phone,Works perfectly. Nothing else to say.,2016-12-05T19:51:2,FdjII
Galaxy-s7,Alot of new features.. still learning,Very happy with the new phones.,2016-12-05T19:15:3,GrammaD1
Galaxy-s7,Needs better battery life,Bought a couple of weeks ago. Only complaint I have is battery wears down too quick,2016-12-05T17:20:2,jenkrn75
Galaxy-s7,HD Calling,I bought this phone last month and I already like it a lot. I really like the HD calling\r\nMakes you feel like you are having a face to face conversation.,2016-12-05T17:03:3,colelee4
Galaxy-s7,Nice features.  Close enough to my old phone so the learning curve was't to bad.,The screen is so much brighter and clearer.  Much easier to read.,2016-12-05T17:01:5,Ruby1948
Galaxy-s7,Galaxy and Verizon,Upgraded from Galaxy S6 Edge. The 7 is similar but pictures are better.,2016-12-05T15:41:5,knace2013
Galaxy-s7,Love the s7!!!,I went from the s3 to the s7 and I've got nothing but good things to say about it,2016-12-05T13:49:1,southjersey123
Galaxy-s7,Great upgrade from the Galaxy S5,"Glad I purchased this Samsung Galaxy S7- it is similar enough to my Samsung Galaxy S5 that it was easy to figure out, but has more storage and is faster with a longer battery life.  Best Android product there is in my opinion.",2016-12-05T02:55:0,Sam 12 2016
Galaxy-s7,Easy transition,Love everything about the phone,2016-12-05T02:54:5,Devilish
Galaxy-s7,Very functional,"Have had the phone for less than 1 wk and I'm still getting used to it. Interesting upgrades from my old S4. My selfies are more crisp, the screen is brighter. So far I like this phone....",2016-12-05T00:18:2,Gal S7 Samsung
Galaxy-s7,Loves some of the new apps and was an easy transition,Glad I made the change.,2016-12-04T23:48:3,Leafy90
Galaxy-s7,easy to work with,Just bought it Black Friday. Really like it so far.,2016-12-04T22:46:0,Bettyjane
Galaxy-s7,I love my new phone it's pretty much like the galaxy 4 but faster,I got this about a week ago it's awesome glad I chose this galaxy 7,2016-12-04T22:08:5,Alysiscool
Galaxy-s7,Great phone...long battery life; fast apps,Glad I upgraded recently from the S5,2016-12-04T21:44:3,Lalorios124
Galaxy-s7,Awesome features,I bought this during Black Friday and my wife and I completely love them!,2016-12-04T21:18:4,Vegasvirgo
Galaxy-s7,Samsung 7 Gold,Great phone upgraded from Samsung 4,2016-12-04T21:11:1,anderhale
Galaxy-s7,Great product,So much better than apple products.,2016-12-04T20:59:5,Dornie
Galaxy-s7,Very easy and a big step up from the phone I had.,I am learning all of the options I have little by little.  I did not have a Smart phone before this one.,2016-12-04T20:37:4,Slickchick123
Galaxy-s7,Great features,Very happy with it have had a couple weeks now,2016-12-04T20:26:3,BashF15
Galaxy-s7,Galaxy S7,Big upgrade over the S5.,2016-12-04T19:54:4,Mary B
Galaxy-s7,Easy to use,I just fired up my Samsung 7. I am glad I switched,2016-12-04T19:54:2,Cadmandw
Galaxy-s7,Great phone...super easy transition,"Great upgrade from my Galaxy S5...easy transition, faster camera, more storage.  I love it!!",2016-12-04T19:25:5,Pekeandthecats
Galaxy-s7,"Easy switch from Galaxy S4 to the S7, love the fingerprint feature",Purchased 2 Galaxy S7's a few weeks ago.  Couldn't be happier with it.  Voice recognition and fingerprint security features are excellent. Camera takes great photos too.,2016-12-04T17:55:5,Jean Kelly
Galaxy-s7,Was an easy transfer of data and pictures over except for my messages.,Need to use more to know all features.,2016-12-04T17:04:1,Sportshot
Galaxy-s7,I upgraded from the Galaxy S5 and the transition was seamless.  Improved performance withot major changes.,I don't need to lug around my bulky SLR anymore.,2016-12-04T16:20:5,Cynauten08
Galaxy-s7,Fast and easy to use,"Great phone, doesn't have some of the functions I enjoyed with the note 5. It is fast and so far has a good battery life.",2016-12-04T15:52:5,WIGG5655
Galaxy-s7,Less than a month,I rally like the phone because I had the S5 for 2 years this format is easy to follow and I am finding Samsung has simplified a few things,2016-12-04T15:32:0,Rpratt399
Galaxy-s7,"Beautiful clear screen, fast processing = great phone!","Have always been a Galaxy S fan, the S7 continues the tradition.  It's a pricy phone, but the features and accessibility make it unbeatable.",2016-12-04T15:16:2,Julie Ralphetta
Galaxy-s7,First Smart Phone,"At first I had a difficult time typing on the screen.  It is getting easier.  There are times that I wish the screen was a little bigger, but then it would probably be too bulky.  I wish that battery life would be longer.",2016-12-04T12:44:1,Bratboy
Galaxy-s7,Easy to use!,I have always likes the Samsung phones but my S7 is wonderful. Easy to use and fast when it comes to downloading and Internet,2016-12-04T10:53:3,Ldbbrodie22
Galaxy-s7,Nice phone,I am liking my new phone,2016-12-04T06:15:0,Igor2002s
Galaxy-s7,more features than I knew exsisted,have owned the phone 1 week and I am using galaxy 7 for dummies and it is A good resouce,2016-12-04T05:10:2,Hughey
Galaxy-s7,BELLA,I have only had this phone for 2 weeks but if it's anything like the S6 it will be great,2016-12-04T03:57:5,ABCD21
Galaxy-s7,S7,Upgrade phone from I4 to S7,2016-12-04T02:57:0,Mmib
Galaxy-s7,Galaxy 7,Brought  this phone about 2 weeks ago. Had an LG. Phone fast and battery life is good.,2016-12-04T02:39:1,micmic127
Galaxy-s7,Great phone,Love the phone. Very easy to use. Really fast,2016-12-04T02:21:4,Henry15015
Galaxy-s7,Wow,Good phone..good service,2016-12-04T02:13:3,Cooldad904
Galaxy-s7,Fast,"Super fast, great picture on screen, does what I want it to do and more.",2016-12-04T02:07:4,rick25919
Galaxy-s7,Camera is wonderful. Easy transition from my last android.,Love my new Samsung Galaxy 7. Very easy transition from other android. Great camera. Long battery life.,2016-12-04T01:25:3,jillm
Galaxy-s7,This is my first smart phone.  Still working on getting used to it.,I bought this black Friday 2016.  I chose Samsung because I have a Samsung tablet and figured it would have similar features and make it easier to use,2016-12-04T01:20:3,mlginpa
Galaxy-s7,Fantastic phone,"I upgraded too the S7 from an S6.  This phone is similar in many ways including the design.   However, the battery lasts so much longer.  The camera takes crystal clear pictures even with the subject in motion.    I'm happy I made the change.",2016-12-04T00:59:2,JimBeach
Galaxy-s7,Love my phone,The high def camera is amazing.,2016-12-04T00:47:4,AngelInArizona
Galaxy-s7,Samsung Galaxy 7,Just upgraded from a Samsung Galaxy 5 to a Galaxy 7 and I love everything about it!!,2016-12-04T00:21:0,No Nickname Chick
Galaxy-s7,Transition from old phone was easy!,Using the new phone right out of the box and enjoying the features.,2016-12-04T00:13:5,JohnVL
Galaxy-s7,Excellent Phone,"Very well designed, super fast and an amazing camera",2016-12-03T23:10:3,Anthony A
Galaxy-s7,So fast!  Like the slightly smaller size too.  Stainless steel is sleek.,Easy transition from the S5.  Smaller but bigger screen.  Great customer service.,2016-12-03T22:54:5,jenp51567
Galaxy-s7,Easy-to-use,Glad I made the upgrade.,2016-12-03T21:46:2,Shelb52
Galaxy-s7,Very nice!,"Have had my Galaxy S7 for about a week now and I love it.  All around great features, feel, performance and look, nice fast processor.  Now someone needs to come up with a screen protector that works, and the S7 will be perfect.",2016-12-03T21:39:2,Jnjnjnjnjn
Galaxy-s7,So far my GS7 appears better and faster than my old GS5,I have only had my new phone one week but the transition was easy and I'm enjoying the new faster phone with the wireless charging capabilities.,2016-12-03T21:37:5,Vgrif
Galaxy-s7,I like it a lot.,better than my iphone.  it has expandable memory.  So many more configuration possiblities.,2016-12-03T21:12:2,sarah1210
Galaxy-s7,Awesome phone,Easy set up. Love the features. Will use camera soon.,2016-12-03T21:06:2,Blues88
Galaxy-s7,Great phone,Best phone with the best features available.,2016-12-03T21:01:3,Cp31
Galaxy-s7,great phone love it!!!!,I bought it for my wife and daughter they love it. Can't stop playing  games on it,2016-12-03T20:55:5,my phone 2016
Galaxy-s7,2 weeks later,I am loving the s7 so far. I also picked up a mophie battery case for added battery life. I had an s5 before so the Samsung phone switch app worked great. It moved EVERYTHING for me. Personal settings and all. So far it's been a great experience.,2016-12-03T20:49:0,Cloudmage
Galaxy-s7,Awesome phone,I purchased a month ago and happy I did,2016-12-03T20:42:0,Bdowney73
Galaxy-s7,Great phone,I bought this phone a week ago and love it.,2016-12-03T20:33:3,Granny B
Galaxy-s7,Really impressed,"I've had this phone for 2 weeks now and I love this phone. Great processor speed, battery life, SD card slot, all the features that I love in an android phone. It has a good feel in your hand, fits well in your pocket but it's not so thin that I'm afraid of breaking it if I sit down. \r\n\r\nIt's a Samsung so there's a wide variety of accessories available from both Samsung or third party vendors,  if you're into that.\r\n\r\n Only one complaint, Samsung has a lot of proprietary software that can't be uninstalled. None of it so far has affected the phones performance, but it does add a lot of clutter and I had to spend some time customizing it. All around happy with this phone.",2016-12-03T20:31:3,Pingomalingo
Galaxy-s7,Vast improvement over the S6,"We have been disappointed with the S6 ever since we bought them, the S7 has been better on every level.",2016-12-03T20:29:3,Cooto
Galaxy-s7,Awesome features,I have had this phone for about 8 days and I am happy with my Galaxy s7,2016-12-03T20:20:5,Chip91
Galaxy-s7,Galaxy 7,I love the features and ease of use of the Galaxy 7. The transition from the Galaxy 4 was simple and I'm playing around with it and just enjoying my new phone.,2016-12-03T20:18:1,Deepthinker
Galaxy-s7,Easy to use,Great phone and service,2016-12-03T20:11:2,W2dan
Galaxy-s7,Nice upgrade from the S6,"Seems faster, more memory and SD card. A little trouble finding a glass screen protector. Waiting for Zagg to start selling theirs.",2016-12-03T20:04:4,LouN
Galaxy-s7,Great phone,I bought it black Friday it's a great phone,2016-12-03T20:03:1,Lady46ohio
Galaxy-s7,Love the S7,"I was very unhappy with the S6 - lots of quirky little problems with it - but I've had other Samsung Gallaxy phones so I wasn't completely disillusioned.  Based on reviews of the S7 I upgraded and have been very, very happy with it.  Data transferred over easily.",2016-12-03T19:56:2,Irbk4fun
Galaxy-s7,Love it!,"So far, so good. Really loved how easy it was to port over all my stuff. Best thing so far!",2016-12-03T19:54:4,JodiMarie
Galaxy-s7,Really enjoying!,I purchased 2 weeks ago and am finding it very easy to use! It is helping me be more efficient with activities while staying in touch with family/friends!,2016-12-03T19:53:5,Refugee friend
Galaxy-s7,Love the phone,"Great phone. Nice clarity...my other phone was quite old, but this is a sweet phone",2016-12-03T19:48:2,Bruu
Galaxy-s7,"Exactly like my S5, but better!","Before my transition to the S7, I had the S5 and never had any major issues with the performance of my phone, except what was to come with the having it for 2 1/2 years. I LOVED my S5, and was so set on getting the S7 and finally did and do not regret it one bit! The S7 does everything the S5 did, except it's much faster, takes amazing pictures, oh and I looovveeee goooollldddd! And the HD phone calls are so clear and don't have a hard time hearing people over the phone anymore. So if you are a huge fan of the Galaxy S5 you will LOVE  the S7!",2016-12-03T19:48:2,Chelcie42
Galaxy-s7,Great features.  Fast!,Bought one week ago and still happy with it.,2016-12-03T19:47:3,JINX77
Galaxy-s7,upgrade,this was a good upgrade from our previous S4,2016-12-03T19:43:2,egop
Galaxy-s7,S7 is improved over the S6,I'm glad I made an early upgrade.,2016-12-03T19:42:0,Pulipeople
Galaxy-s7,Excellent Smartphone,Had it a week. Extremely Happy with it.,2016-12-03T19:40:2,Wilasss
Galaxy-s7,It takes great pictures and is a lot faster,I can hear a lot better on this phone and it gets great service,2016-12-03T19:40:0,Welder2016
Galaxy-s7,Absolutely love it,I've always been a DROID fan. This phone met my expectations once again. Last phone was a note3. This s7 is even better. The speed to the quality of pictures! Love it,2016-12-03T19:35:5,Jaimeeula
Galaxy-s7,Smooth Phone!,"I bought this phone a little over a week ago and am enjoying the sleekness of phone, ease of moving between apps and functions. One of my favorite features is the camera. It takes beautiful pictures!",2016-12-03T19:33:0,Nettie B
Galaxy-s7,Great phone! Easy to use.,I moved up from the S4 Mini and the difference is like night and day. I don't have to recharge my new phone throughout the day and it has plenty of juice left for the evenings,2016-12-03T19:31:4,JSF0
Galaxy-s7,Absolutely an Awesome Android in every area!,Bought my s7 a week ago. Had an s4 & it was great. The s7 is Awesome! Love it!!,2016-12-03T19:30:1,My precious
Galaxy-s7,S7,"Excellent, no other comments",2016-12-03T19:29:0,Philipopos
Galaxy-s7,Was SO ready for the upgrade!,I'm finding my way with it quite easily and I am old and mega tech challenged.,2016-12-03T19:27:3,orangedetritus
Galaxy-s7,good,this is good phone for all.,2016-12-03T19:26:4,sgarchik
Galaxy-s7,Great,I love the phone it's easy to use,2016-12-03T19:24:3,Jamesnamandah3716
Galaxy-s7,Fantastic phone!,I had the S5 for 3 years. I upgraded to the S7 and couldn't be happier.,2016-12-03T19:24:0,Taco cat
Galaxy-s7,Everything I need in a phone,Happy with this g7 everything I had hoped for.,2016-12-03T19:23:1,Yea by me
Galaxy-s7,Great phone,Screen is awesome takes great photos,2016-12-03T19:22:2,Pmcd1962
Galaxy-s7,Great phone for a great price,Had a s5 upgraded to the s7 and so glad I did its double the phone I had,2016-12-03T19:22:1,Lonewolf747
Galaxy-s7,S7,Only thing is get a case phone is slippery.,2016-12-03T19:20:0,September9483
Galaxy-s7,good phone,i got this to replace my note 3....i like this one better S7 is nice,2016-12-03T19:19:1,cory1
Galaxy-s7,Enjoying the S7!,"Really enjoying the new phone! Fast charging, long battery life, comfortable earbuds, great display! Looking forward to using it with the Gear VR.",2016-12-03T18:31:4,HRvo
Galaxy-s7,Awesome Phone,This phone is great has a wonderful camera and the screen is nice and bright. It's water resistant and has good features on the phone.,2016-12-03T00:46:4,jewel318
Galaxy-s7,LOVE IT!,LOVE IT! Wish I would have gotten my Galaxy 7 sooner.,2016-12-02T21:06:5,MtylSpldrttn
Galaxy-s7,So far so good. Battery life is much better than S4.,Haven't had it for long but if things continue to go as they have so far I'll be very happy.,2016-12-02T13:42:0,toolman2000
Galaxy-s7,Great Phone!,Great phone and easy upgrade from an S4.,2016-12-02T03:44:3,grumpy761
Galaxy-s7,Works like it should,Works great..........,2016-12-01T21:35:5,Texazmade
Galaxy-s7,Very happy with the upgrade,I've only had my S7 for a week and I love it.  Most likely because I went from an S4 to an S7.  I wanted to stay with a phone where I was familiar with the basic functions and the transition to this one was easy.  It looks great and fits in my pocket well (even with a protective case) .,2016-12-01T21:30:5,labbykisses
Galaxy-s7,Really good features,I bought it a week ago and I really like it,2016-12-01T20:34:0,Duncan 29
Galaxy-s7,Great Phone,I just upgraded my phone. This is a great phone and easy to use!,2016-12-01T20:26:1,Julie3971
Galaxy-s7,Like it so far but has only been a week. Camera is awesome,Like it so far but has only been a week. Camera is awesome,2016-12-01T19:14:3,Bpcavanaugh
Galaxy-s7,Great display and camera,"Better camera, and longer lasting battery than my S5.More RAM too!",2016-12-01T12:04:2,photo18
Galaxy-s7,Great device,My company bought me one in october and i loved it so much i upgraded all my eligible lines to this phone.,2016-12-01T10:24:3,7 phones
Galaxy-s7,Excellent Upgrade from Galaxy S5!,"I'm loving my new Galaxy S7! I purchased it from Best Buy during their President Black Friday sale and couldn't be happier with its performance, design, feature set, and battery life! :)",2016-12-01T07:36:2,WesG
Galaxy-s7,Great so far,I have had my s7 for a week now. It has been great so far.  Love all the new options.,2016-11-30T21:57:2,Woodchop
Galaxy-s7,excellent performance and features vs. Galaxy S5,"I bought this a few days ago, and have been very happy with it. The FM radio is handy, which I had missed with the Galaxy S5. Getting apps set up was easy, and responsiveness is very good. Battery life is also much better than the S5, and it doesn't have the clunky flap to open the USB charging slot. The only problem I have encountered is that often the fingerprint scanner doesn't pick up my fingerprint swipe, and I end up having to enter the password.",2016-11-30T20:45:3,baseball bob
Galaxy-s7,It's easy and pics are great,I got this phone 2 or 3 weeks ago I love it,2016-11-30T20:40:4,Harold B
Galaxy-s7,Can't complain!,I've had the phone about 2 weeks and haven't had any trouble. Keys are a little touchy but I love the phone,2016-11-30T20:25:5,LinzeH
Galaxy-s7,Samsung S7,I wasn't going to get a new phone yet but  am really glad I did.,2016-11-30T15:50:3,ChknChk
Galaxy-s7,Nice upgrade from galaxy s4,"I still go with the galaxy over an iPhone because of the option for an SD card. Options are good and Samsung offers it. I put pictures on the card and tons of music onto the phone. Overall phone is very similar to the other S models, but super upgraded camera. I am pleased with the phone thus far after 2 weeks.",2016-11-30T15:32:2,LUIS CIPHER
Galaxy-s7,great phone,i bought it a week ago outstanding,2016-11-30T06:01:0,chaps1958
Galaxy-s7,great features,I bought this last month and I love it if can call on wifi and charge wordlessly,2016-11-30T01:46:4,Jake100
Galaxy-s7,Excellent speed and nice display,"What a great upgrade from my trusty S3! I love the speed and ability to use more apps. The camera is great, my first pix are beautiful.",2016-11-30T01:32:2,desertgal123
Galaxy-s7,The phone the  Great,From one to 10 its a 10 I love it,2016-11-29T21:11:4,Pr 2
Galaxy-s7,It was a relatively easy transition from my previous phone and is much better!,Wish I had purchased it sooner.,2016-11-29T20:39:0,DJDII
Galaxy-s7,Fast. Vibrant screen.,Upgraded from a Galaxy s5.  Considered switching to the Pixel but didn't like that the Pixel wasn't waterproof.  I also like that I can get free radio on the Galaxy which is not supported currently on the Pixel.  Response is nearly instantaneous.  It does get very warm while using some features like the camera or apps like Snapchat filters.  Also gets quite warm while charging.,2016-11-29T03:44:5,footfixer
Galaxy-s7,love the galaxy s7,"purchased from verizon store. loved the phone, even though all of my contacts did not transfer. i had to exchange the phone for another s7, the 4g was weak. got the replacement phone and works great.   great service from verizon, great phone from samsung",2016-11-28T23:36:1,egmoon
Galaxy-s7,"Great features, colorful big screen, thumbprint security is annoying","Love everything about the phone and it has been a very easy transition from my S4 to the S7. However, the thumbprint security is extremely frustrating!  It never seems to detect my print.  I have recorded and saved 4 different prints of my thumb in hopes that one of them will easily unlock my phone and I still sometimes get locked out.  Otherwise, all else is great!",2016-11-28T17:24:1,NHTn
Galaxy-s7,"Quick, great camera, easy to use!","Upon my upgrade being due - I went from a Galaxy 5 to a Google Pixel....I learned quickly it was a mistake. Thanks to Verizon's 14 day return policy I was able to get the Galaxy S7. I am so happy I did, it was just an upgraded, faster and better version of my old Galaxy phone! The rose gold color is so pretty. I truly love this phone!",2016-11-28T13:50:4,katchckn
Galaxy-s7,New phone,Just got a new Galaxy S7 and love it. The phone has a lot of features. The camera takes amazing pictures. My daughter has the same phone and we video chat. Love that.,2016-11-28T10:26:0,Leo106
Galaxy-s7,Awesome upgrade from the S4,It has all of the \,2016-11-28T10:18:2,Blynnd63
Galaxy-s7,My New Phone Rocks!,"I love my new Samsung Galaxy 7 Edge!  The large screen, great sound quality and long battery life made the transition a smooth one.",2016-11-28T01:17:2,ESLTeach2017
Galaxy-s7,good features and phone is easy to use,glad that I upgraded to S7 .Features are really nice and this is agreat phone.,2016-11-27T23:51:1,Mas64
Galaxy-s7,Very nice features and fast,"Upgraded from an old Galaxy S3 to this wonderful S7.  Wow, what a difference!  The software interface is amazing and very functional.  The phone's hardware is very snappy and quick to respond.  I love the fingerprint sensor to unlock from a suspended state.  Very awesome phone, would recommend to anyone looking to upgrade from an older android smartphone.",2016-11-27T23:30:4,Tarheel1111111111111
Galaxy-s7,Love it,I go this phone a  few days ago and so far I love it. Charges fast. It will take me a few to get used to it.,2016-11-27T21:51:4,Bubbles68
Galaxy-s7,Great,Had a s5 like the s7,2016-11-27T21:06:0,Pj2269
Galaxy-s7,Samsung s7 edge,Have had it about 3 months,2016-11-27T19:14:0,Bushroseldawn
Galaxy-s7,Speedy,Speedy and quick to recharge,2016-11-26T22:16:5,Rooster999989
Galaxy-s7,excellent phone,reliable phone with many upgraded features. only drawback i could see is the screen lock system for security but there are 2 sides of the fence there. you want great security or easy access. other than that am very pleased.,2016-11-26T21:07:2,rickymatney1969
Galaxy-s7,Great battery life. Lots of new options!,I love how it's so simple to use yet it is really smart and sophisticated. The battery life is my favorite and the waterproof add on was just the perfect way to go. Definitely recommend.,2016-11-26T20:36:4,Michelebelle
Galaxy-s7,Love the Galaxy s7!,"I switched to my Galaxy s7 from a windows phone, and am very pleased with the ease of transition. I'm totally enjoying the features and the looks.",2016-11-26T20:04:5,Steve Penner
Galaxy-s7,Rating,So far so good. Only been a couple weeks,2016-11-26T00:42:4,Heathboy
Galaxy-s7,Great phone!,It's so simple to use and has a ton of great apps! And swype text is so great!,2016-11-25T22:34:2,Juscon
Galaxy-s7,Nice Sleek Design - EASY transition from S5 to S7,"Glad I made the switch - newer, quicker, similar",2016-11-25T21:26:0,Sookie2
Galaxy-s7,Great phone,I  really the look of the phone and has good battery life.,2016-11-25T20:42:3,Marinemajor
Galaxy-s7,nice phone,"does way more than I really need (talk, text, gps, email) too bad the battery life is short",2016-11-25T16:49:3,Highridge Drifter
Galaxy-s7,Nice step up..long over due,I had had my Galaxy note 2 for five years...always faithful - but some lacking points - so am very happy with this new phone..bright clearer - AMAZING PHOTO DETAILS AMAZING!,2016-11-25T13:38:5,Tedexlumber
Galaxy-s7,Love this phone,"Previous phone was a Galaxy s5, excellent phone which I didn't want to change, but found it necessary to do so. So glad I did. The s7 is even better than the s5 -- sleek in design, easy to handle and very intuitive to use.",2016-11-24T20:52:2,JudyGirl
Galaxy-s7,Great overall phone,"Loving the phone so far. Battery life is good, volume is good even in a lifeproof case. Above and beyond what I expected out of the phone.",2016-11-24T14:59:1,Josh11199
Galaxy-s7,Great easy to understand great features that make it stand above the rest.,I bought this phone about a week ago and love it.,2016-11-23T22:13:2,Aubrey66
Galaxy-s7,Solidly built phone,Best phone ever owned.  Phone is solidly built.  BMW of Android phones.,2016-11-23T20:50:5,johnalamo
Galaxy-s7,Galaxy s7,I have had this phone little over a week. I absolutely love it.,2016-11-23T20:28:2,Serianna
Galaxy-s7,Love the phone,I have had no problems and have really liked the S7 so far.  I like Samsung and quality I get with the Galaxy phones.,2016-11-23T19:37:5,BAC00
Galaxy-s7,Absolutely perfect,"I not only switched carriers recently, I also switched phones. My old phone, the LG G4, was horrible and draining the battery. Part of that being is that Facebook came pre-loaded on my phone with no way of taking it off. My new phone doesn't come with FB on it, and thus my battery is lasting that much longer. The phone is light. It's beautiful. And it's exactly what I wanted.",2016-11-23T19:36:2,jwrosas
Galaxy-s7,Easy transition,"I've had the G S 7 a bit more than a week, and it's been good.  Transfer done by Verizon store was OK, and I was able to complete the transfer of all my files within the next two days myself, including the transfer of all of my apps.",2016-11-23T19:31:1,Prevents completion
Galaxy-s7,Sweet,I love it! My phone is awesome.,2016-11-23T01:35:3,Tomas Parham
Galaxy-s7,Great phone the salesperson at Costco transfered all my files over for me.,Quick phone easy to use charges quickly and holds a charge well,2016-11-22T20:15:0,Phoneveri89
Galaxy-s7,Easy to transfer data to new phone,This phone is really easy to use. Love all the features it has. I had it for 1 week and can not imagine having any other phone.,2016-11-22T03:25:2,Stopthisnoncence
Galaxy-s7,My first Android phone,Switched from a rather old Blackberry phone because I wanted to be able to use all the aps available.  To get a fully phone experience.  I got it in the S7.  Love it.,2016-11-22T03:06:3,Ev from Everett
Galaxy-s7,Upgrade well worth it.,"My trust SIII finally croaked after four years of daily usage and abuse, prompting me to finally upgrade my phone to Samsung's newest offering. I'm quite pleased with it, the interface is just as intuitive as my previous phone, my preferred apps all work with the new phone, and the battery easily lasts me two days or more. Great storage space, very nice camera, good sound quality, and phone calls have been satisfactory. All in all, very pleased with the device and looking forward to trying to best the SIII's four year run.",2016-11-22T02:58:1,EllieSM14
Galaxy-s7,Everything I expected and more.,"Great, highly recommend the Samsung Galaxy S7",2016-11-21T20:22:2,Happymadman
Galaxy-s7,Nice phone,"I had a Lumia Icon, which I dropped and smashed the screen. I loved the Windows 10 user interface, but not the lack of apps. I don't like iPhones, but do like the iPhone 5SE for its size. I picked the Galaxy S7 because it had all the features I like. I especially like all the apps I can download. What I don't like is all the Samsung and Verizon apps and the keyboard is not as nice as the Windows phone. I really like the phone though. It is very responsive.",2016-11-21T13:54:3,BobsterMN
Galaxy-s7,Great,1st time user. Easy to learn.,2016-11-20T22:32:0,New to Technology
Galaxy-s7,Great,Great phone easy to use,2016-11-20T20:15:4,Jchatta
Galaxy-s7,Awesome phone!  AAA+++,"I went from an S6 edge to this new S7.  The transition was seamless and this phone is absolutely glitch free.  It loads fast,  and the amoled display is the best in the business,  period.  Good battery life,  water resistant,  lots of storage.  Definitely a best buy for me.",2016-11-20T19:45:2,LyleG
Galaxy-s7,"Great display, fast charging, quick fingerprint unlock","I love this phone. The display is clear and bright. The fingerprint sensor unlocks the phone nearly instantly. Battery life is good and it charges quickly when it needs charging. It's also nice to have good protection against water. Only 32 GB storage, but I added a 64GB card so I have plenty of space for photos and everything else.",2016-11-20T19:30:1,roy123
Galaxy-s7,Easy to use,I have had a Samsung Galaxy since they first started making them. I Iike the ease of use and how they remain consistent. The S7 is the same. That's why I stick with Samsung,2016-11-20T19:19:3,crcjg
Galaxy-s7,Great Phone!,"I upgraded from an S5 to the S7.  Much of it is the same, which I really like because it lessens the learning curve.  I have to say that the camera does a fantastic job.  I used it to take some scenic pics and used the HDR feature.  Several of the photos looked like they could have been paintings!  (I've attached one of them so you can see what I'm talking about.)",2016-11-19T22:57:1,Birdieraye
Galaxy-s7,Great features. Was easy to transition,I am happy with my choice.,2016-11-19T14:20:0,Jstrickland
Galaxy-s7,Great,Bought it 1 week ago,2016-11-19T06:28:1,Ktbu
Galaxy-s7,I am happy with the switch from a apple smart phone.,"I bought this phone this phone a few weeks ago, enjoying the change in phones.",2016-11-19T02:14:5,CarmalitaDH
Galaxy-s7,"Great phone, sleek design","Replacement of same phone, as I had this phone and replaced with same!!",2016-11-19T02:06:0,Lusem71
Galaxy-s7,Robert Swartz,Phone is great! Only problem I have is that some sort of sync was turned on the moment I got the phone and almost all my data for November was used.,2016-11-19T00:35:3,Rswa75
Galaxy-s7,Great style,I upgraded a week ago and am very happy with the phone.  The upgraded features make the transition from a Samsung Galaxy S5 fun.\r\nThe only downside is that I wish the battery had more of an extended battery performance.,2016-11-18T22:10:2,Linda J R
Galaxy-s7,Great phone,Great phone love Samsung,2016-11-18T20:15:0,Buckeyeguy8416
Galaxy-s7,love my new phone,so happy with the Samsung 7,2016-11-18T04:19:5,bchgirl42
Galaxy-s7,"Awesome,  everything and more than I expected",Completely satisfied,2016-11-18T02:00:5,Kingfiend420
Galaxy-s7,Galaxy S7,"Great camera, much improved in all aspects compared to my S5",2016-11-17T23:21:3,Dhagjr
Galaxy-s7,Totally Amazing,"I bought phone for my daughter and she loves it! The picture quality and battery life, has definitely been her favorite features.",2016-11-17T22:22:0,Froggy315
Galaxy-s7,Greatest Phone Ever!,"I just upgraded from the Samsung Galaxy S5.  This is the best phone I've ever had. It's so easy to transfer all data, contacts and settings! What a dream of a phone to talk on.  I can hear everything people are saying now with HD voice built in.  This phone is so easy to use.  I also bought the Samsung Wireless Charging Stand and I love it as well.  Thank you Samsung for the most outstanding phone I've ever owned.  I will recommend it to all my friends and family!",2016-11-17T22:08:4,Miss Lead
Galaxy-s7,Easy to transition from iphone,"Love it!! So easy to use, love the picture quality",2016-11-17T19:38:5,Lindystarr
Galaxy-s7,Great features,Love the phone and deal Verizon gave me.,2016-11-17T19:16:4,Montana51
